Titre sans typo	site :titre	num:volume	site:promotion	num:pp	ordre	identifiant	path	Auteur principal et sa Fonction	site :nom	site :prenom	Noter ici tout ce qui peut servir au prestataire	Autorité IdRef Forme retenue	IdRef ou ARK	num:ordre	num:id	site :id	Date d'édition	Promotion	TOME	COTE Thèse AN AB XXVIII 	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel
Les Prophesies de Merlin, roman en prose du xiiie siècle. Édition critique et commentaire littéraire	Les <i>Prophesies_de_Merlin</i>, roman en prose du <abbr>xiii<sup>e</sup></abbr> siècle. Édition critique et commentaire littéraire	33–1997-1998	1997	193-197	26	ENCPOS_1997_26	ENCPOS/1997/ENCPOS_1997_26/	Koble, Nathalie	Koble	Nathalie						199726		1997			149600968		1200-1299	24,5x15,5	1997THESE27	bon état	koble	2	1200	1299		
Le Royaume-Uni et l’affaire du Luxembourg (1867) : mythe et réalité de la Pax Britannica	Le Royaume-Uni et l’affaire du Luxembourg (1867) : mythe et réalité de la <i>Pax_Britannica</i>	33–1997-1998	1997	199-204	27	ENCPOS_1997_27	ENCPOS/1997/ENCPOS_1997_27/	Laux, Frédéric-Nicolas	Laux	Frédéric-Nicolas						199727		1997			135305705		1867-1867	24,5x15,5	1997THESE28	bon état	laux	1	1867	1867		
Les capitaines de vaisseau promus sous le ministère de Maurepas (1723-1749)	Les capitaines de vaisseau promus sous le ministère de Maurepas (1723-1749)	33–1997-1998	1997	205-211	28	ENCPOS_1997_28	ENCPOS/1997/ENCPOS_1997_28/	Le Coënt, Magali	Le Coënt	Magali						199728		1997			149602189		1723-1749	24,5x15,5	1997THESE29	bon état	lecoent	2	1723	1749		
Les Bouthillier, de l’avocat au surintendant (v. 1540-1652), histoire d’une ascension sociale et formation d’une fortune	Les Bouthillier, de l’avocat au surintendant (v. 1540-1652), histoire d’une ascension sociale et formation d’une fortune	33–1997-1998	1997	213-216	29	ENCPOS_1997_29	ENCPOS/1997/ENCPOS_1997_29/	Le Guillou, Yves	Le Guillou	Yves						199729		1997			14960257X		1540-1652	24,5x15,5	1997THESE30	bon état	leguillou	1	1540	1652		
Les notaires et secrétaires du roi sous le règne de Charles VI, les hommes et leurs fonctions	Les notaires et secrétaires du roi sous le règne de Charles_VI, les hommes et leurs fonctions	33–1997-1998	1997	217-221	30	ENCPOS_1997_30	ENCPOS/1997/ENCPOS_1997_30/	Manville, Sylvain	Manville	Sylvain						199730		1997			149603606		1380-1422	24,5x15,5	1997THESE31	bon état	manville	1	1380	1422		
Les noms de lieu du canton de Fayence (Var)	Les noms de lieu du canton de Fayence (Var)	33–1997-1998	1997	223-230	31	ENCPOS_1997_31	ENCPOS/1997/ENCPOS_1997_31/	Mariacci, Caroline	Mariacci	Caroline						199731		1997			149603800		-500-1997	24,5x15,5	1997THESE18	bon état	mariacci	2	-500	1997		
Les apanages des princes et princesses de la famille royale (1515-1559)	Les apanages des princes et princesses de la famille royale (1515-1559)	33–1997-1998	1997	231-239	32	ENCPOS_1997_32	ENCPOS/1997/ENCPOS_1997_32/	Morgat, Alain	Morgat	Alain						199732		1997			149607350		1515-1559	24,5x15,5	1997THESE33	bon état	morgat	1	1515	1559		
La « culture de l’esprit d’entente cordiale » : l’association France-Grande-Bretagne (1919-1940)	La « culture de l’esprit d’entente cordiale » : l’association France-Grande-Bretagne (1919-1940)	33–1997-1998	1997	241-248	33	ENCPOS_1997_33	ENCPOS/1997/ENCPOS_1997_33/	Okret, Christine	Okret	Christine						199733		1997			149607466		1919-1940	24,5x15,5	1997THESE34	bon état	okret	2	1919	1940		
Le lycée de Pampelune et sa bibliothèque, introduction à la lecture publique en Navarre (1842-1930)	Le lycée de Pampelune et sa bibliothèque, introduction à la lecture publique en Navarre (1842-1930)	33–1997-1998	1997	249-253	34	ENCPOS_1997_34	ENCPOS/1997/ENCPOS_1997_34/	Panizo Santos, Ignacio	Panizo Santos	Ignacio						199734		1997			88565661		1842-1930	24,5x15,5	1997THESE35	bon état	panizosantos	1	1842	1930		
Les officiers de marine protestants et la révocation de l’Édit de Nantes (1669-1715)	Les officiers de marine protestants et la révocation de l’Édit de Nantes (1669-1715)	33–1997-1998	1997	255-263	35	ENCPOS_1997_35	ENCPOS/1997/ENCPOS_1997_35/	Peltier, Marie-Hélène	Peltier	Marie-Hélène						199735		1997			149608055		1669-1715	24,5x15,5	1997THESE36	bon état	peltier	2	1669	1715		
Le prêt à la Bibliothèque nationale sous l’administration de Jules Taschereau (1858-1874)	Le prêt à la Bibliothèque nationale sous l’administration de Jules_Taschereau (1858-1874)	33–1997-1998	1997	265-270	36	ENCPOS_1997_36	ENCPOS/1997/ENCPOS_1997_36/	Pousset, Catherine	Pousset	Catherine						199736		1997			149608144		1858-1874	24,5x15,5	1997THESE37	bon état	pousset	2	1858	1874		
Les armoiries imaginaires des personnages de l’Antiquité, de l’Orient et de la Bible (xiie-xviie siècle)	Les armoiries imaginaires des personnages de l’Antiquité, de l’Orient et de la Bible (XII<sup>e</sup>-XVII<sup>e</sup> siècle)	33–1997-1998	1997	271-276	37	ENCPOS_1997_37	ENCPOS/1997/ENCPOS_1997_37/	Roche, Nicolas	Roche	Nicolas						199737		1997			14960839X		1100-1699	24,5x15,5	1997THESE38	bon état	roche	1	1100	1699		
Les comptes de la commanderie de Saint-Denis au xiiie siècle : le souci de la mémoire	Les comptes de la commanderie_de_Saint-Denis au <abbr>xiii<sup>e</sup></abbr> siècle : le souci de la mémoire	33–1997-1998	1997	277-284	38	ENCPOS_1997_38	ENCPOS/1997/ENCPOS_1997_38/	Salmon De La Godelinais, Tifenn	Salmon De La Godelinais	Tifenn						199738		1997			149608896		1200-1299	24,5x15,5	1997THESE39	bon état	salmon	1	1200	1299		
Le livre entre autres objets : Pierre Adamoli (1707-1769), un curieux des Lumières et ses collections	Le livre entre autres objets : Pierre_Adamoli (1707-1769), un curieux des Lumières et ses collections	33–1997-1998	1997	285-298	39	ENCPOS_1997_39	ENCPOS/1997/ENCPOS_1997_39/	Sordet, Yann	Sordet	Yann						199739		1997			149609248		1707-1769	24,5x15,5	1997THESE40	bon état	sordet	1	1707	1769	1	
Étude sur la vallée de la Somme entre Amiens et Saint-Valery-sur-Somme, du xie au début du xive siècle	Étude sur la vallée de la Somme entre Amiens et Saint-Valery-sur-Somme, du <abbr>xi<sup>e</sup></abbr> au début du <abbr>xiv<sup>e</sup></abbr> siècle	33–1997-1998	1997	299-304	40	ENCPOS_1997_40	ENCPOS/1997/ENCPOS_1997_40/	Tedaldi-Da Lage, Cécile	Tedaldi-Da Lage	Cécile						199740		1997			149609442		1000-1399	24,5x15,5	1997THESE41	bon état	tedaldi	2	1000	1399		
Paul Barrillon, ambassadeur de France en Angleterre (1677-1688)	Paul_Barrillon, ambassadeur de France en Angleterre (1677-1688)	33–1997-1998	1997	305-312	41	ENCPOS_1997_41	ENCPOS/1997/ENCPOS_1997_41/	Van De Walle, Thomas	Van De Walle	Thomas						199741		1997			149609639		1677-1688	24,5x15,5	1998THESE1	bon état	vandewalle	1	1677	1688		
pages postliminaires	pages postliminaires	33–1997-1998	1997	313-	NEXT	ENCPOS_1997_NEXT	ENCPOS/1997/ENCPOS_1997_NEXT/																									
pages liminaires		33–1997-1998	1998	0-6	PREV	ENCPOS_1998_PREV	ENCPOS/1998/ENCPOS_1998_PREV/																									
Politique et missions archéologiques italiennes en Libye du début du xxe siècle à 1943	Politique et missions archéologiques  italiennes en Libye du début du <abbr>xx<sup>e</sup></abbr> siècle à 1943	33–1997-1998	1998	7-11	01	ENCPOS_1998_01	ENCPOS/1998/ENCPOS_1998_01/	Barral, Pierre-Emmanuel	Barral	Pierre-Emmanuel		Barral, Pierre-Emmanuel (1971-....)  	https://www.idref.fr/149668384			199801		1998			149668325		1900-1943	24,5x15,5	1998THESE2	bon état	barral	1	1900	1943		
Les voyages autour du monde de Cyrille-Pierre-Théodore Laplace : les campagnes de La Favorite (1829-1932) et de l’Artémise (1837-1840)	Les voyages autour du monde de Cyrille-Pierre-Théodore_Laplace : les campagnes de La_Favorite (1829-1932) et de l’Artémise  (1837-1840)	33–1997-1998	1998	13-19	02	ENCPOS_1998_02	ENCPOS/1998/ENCPOS_1998_02/	Barron, Géraldine	Barron	Géraldine		Barron, Géraldine (1975-....)  	https://www.idref.fr/082988757			199802		1998			149668503		1837-1840	24,5x15,5	1998THESE3	bon état	barron	2	1837	1840		
Comportements et mentalités à Paris au milieu du xviie siècle, d’après les archives criminelles du For-l’Évêque	Comportements et mentalités à Paris au milieu du <abbr>xvii<sup>e</sup></abbr> siècle, d’après les archives criminelles  du For-l’Évêque	33–1997-1998	1998	21-29	03	ENCPOS_1998_03	ENCPOS/1998/ENCPOS_1998_03/	Bodeau, Florence	Bodeau	Florence		Bodeau, Florence (1973-....)  	https://www.idref.fr/149668805			199804		1998			149668775		1620-1680	24,5x15,5	1998THESE5	bon état	bodeau	2	1620	1680		
Structures économiques, sociales et politiques à Rognes (début du xive siècle – milieu du xve siècle)	Structures économiques, sociales et politiques à Rognes (début du <abbr>xiv<sup>e</sup></abbr> siècle – milieu du <abbr>xv<sup>e</sup></abbr> siècle)	33–1997-1998	1998	31-40	04	ENCPOS_1998_04	ENCPOS/1998/ENCPOS_1998_04/	Bonnel, Sylvie	Bonnel	Sylvie		Bonnel, Sylvie (1974-....)  	https://www.idref.fr/14966933X			199805		1998			149669259		1300-1470	24,5x15,5	1998THESE6	bon état	bonnel	2	1300	1470		
Jules Claretie, administrateur de la Comédie-Française (1885-1913)	Jules_Claretie, administrateur de la Comédie-Française (1885-1913)	33–1997-1998	1998	41-46	05	ENCPOS_1998_05	ENCPOS/1998/ENCPOS_1998_05/	Bontemps-Sauvageot, Isabelle	Bontemps-Sauvageot	Isabelle		Bontemps, Isabelle (1974-....)  	https://www.idref.fr/067130763			199803		1998			14966866X		1885-1913	24,5x15,5	1998THESE4	bon état	bentemps	2	1885	1913		
L’école Estienne de 1889 à 1949 : la question de l’apprentissage dans les industries du livre	L’école Estienne de 1889 à 1949 : la question de l’apprentissage dans les industries du livre	33–1997-1998	1998	47-54	06	ENCPOS_1998_06	ENCPOS/1998/ENCPOS_1998_06/	Bouju, Marie-Cécile	Bouju	Marie-Cécile						199806		1998			14967872X		1889-1949	24,5x15,5		bon état	bouju	2	1889	1949		
Elisa Bonaparte-Baciocchi, grande duchesse de Toscane, et le gouvernement général des départements toscans (1809-1814)	Elisa_Bonaparte-Baciocchi, grande duchesse de Toscane, et le gouvernement général des départements toscans (1809-1814)	33–1997-1998	1998	55-58	07	ENCPOS_1998_07	ENCPOS/1998/ENCPOS_1998_07/	Bourel, Sylvie	Bourel	Sylvie						199807		1998					1809-1814	24,5x15,5	1998THESE7	bon état	bourel	2	1809	1814		
Kervélégan (1748-1825), le Vétéran de la Révolution	Kervélégan (1748-1825), le Vétéran de la Révolution	33–1997-1998	1998	59-68	08	ENCPOS_1998_08	ENCPOS/1998/ENCPOS_1998_08/	Buanic, Nicolas	Buanic	Nicolas						199808		1998			149678959		1748-1825	24,5x15,5		bon état	buanic	1	1748	1825		
L’hygiène alimentaire des soldats de l’armée de terre française (vers 1770-1880)	L’hygiène alimentaire des soldats de l’armée de terre française (1770-1880)	33–1997-1998	1998	69-74	09	ENCPOS_1998_09	ENCPOS/1998/ENCPOS_1998_09/	Chompret, Marie-France	Chompret	Marie-France						199809		1998					1770-1880	24,5x15,5	1998THESE8	bon état	chompret	2	1770	1880		
Les ambassadeurs et l’ambassade de France en Angleterre (1783-1793)	Les ambassadeurs et l’ambassade de France en Angleterre	33–1997-1998	1998	75-82	10	ENCPOS_1998_10	ENCPOS/1998/ENCPOS_1998_10/	Collignon, Laure	Collignon	Laure						199810		1998			149679130		1789-1998	24,5x15,5	1998THESE9	bon état	collignon	2	1789	1998		
L’ambassade de Claude-Théophile de Bésiade, marquis d’Avaray, près les cantons suisses (1716-1726) : étude du fonctionnement de l’ambassade de France en Suisse au début du xviiie siècle	L’ambassade de Claude-Théophile_de_Bésiade, marquis d’Avaray, près les cantons suisses (1716-1726) : étude du fonctionnement de l’ambassade de France en Suisse au début du <abbr>xviii<sup>e</sup></abbr> siècle	33–1997-1998	1998	83-91	11	ENCPOS_1998_11	ENCPOS/1998/ENCPOS_1998_11/	Dafflon, Alexandre	Dafflon	Alexandre						199811		1998			149679246		1716-1726	24,5x15,5	1998THESE10	bon état	dafflon	1	1716	1726		
La mort en Champagne : étude de l’art funéraire aux xiie et xiiie siècles	La mort en Champagne : étude de l’art funéraire aux <abbr>xii<sup>e</sup></abbr> et <abbr>xiii<sup>e</sup></abbr> siècles	33–1997-1998	1998	93-101	12	ENCPOS_1998_12	ENCPOS/1998/ENCPOS_1998_12/	Dectot, Xavier	Dectot	Xavier						199812		1998			149679408		1100-1299	24,5x15,5	1998THESE11	bon état	dectot	1	1100	1299		
La vie musicale à Stasbourg sous l’Empire allemand (1871-1918)	La vie musicale à Stasbourg sous l’Empire allemand (1871-1918)	33–1997-1998	1998	103-112	13	ENCPOS_1998_13	ENCPOS/1998/ENCPOS_1998_13/	Geyer, Myriam	Geyer	Myriam						199813		1998			149679475		1871-1918	24,5x15,5	1998THESE12	bon état	geyer	2	1871	1918		
Évolution du monde de l’édition enfantine (1875-1914)	Évolution  du monde de l’évolution enfantine (1875-1914)	33–1997-1998	1998	113-119	14	ENCPOS_1998_14	ENCPOS/1998/ENCPOS_1998_14/	Gil-Charreaux, Stéphanie	Gil-Charreaux	Stéphanie						199814		1998			149679556		1875-1914	24,5x15,5	1998THESE13	bon état	gil	2	1875	1914		
Paribas et les télécommunications (1918-1968) : autour de la Compagnie générale de télégraphie sans fil	Paribas et les télécommunications (1918-1968) : autour de la Compagnie générale de télégraphie sans fil	33–1997-1998	1998	121-128	15	ENCPOS_1998_15	ENCPOS/1998/ENCPOS_1998_15/	Gueit, Lydiane	Gueit	Lydiane						199815		1998			149679718		1918-1968	24,5x15,5	1998THESE14	bon état	gueit	2	1918	1968		
Diplomatie et réforme catholiques. Étude et édition de la correspondance du nonce en France Gasparo Silingardi (1599-1601)	Diplomatie  et réforme catholiques. Étude et édition de la correspondance du nonce en France_Gasparo_Silingardi (1599-1601)	33–1997-1998	1998	129-138	16	ENCPOS_1998_16	ENCPOS/1998/ENCPOS_1998_16/	Haan, Bertrand	Haan	Bertrand						199816		1998			14967984X		1599-1601	24,5x15,5	1998THESE15	bon état	haan	1	1599	1601		
Les sources de l’hagiographie épiscopale angevine avant l’an mille	Les sources de l’hagiographie épiscopale angevine avant l’an mille	33–1997-1998	1998	139-145	17	ENCPOS_1998_17	ENCPOS/1998/ENCPOS_1998_17/	Heurtebise, Damien	Heurtebise	Damien						199817		1998			14969914X		500-999	24,5x15,5	1998THESE16	bon état	heurtebise	1	500	999		
Médecins et chirurgiens à Saint-Domingue au xviiie siècle	Médecins et chirurgiens à Saint-Domingue au <abbr>xviii<sup>e</sup></abbr> siècle	33–1997-1998	1998	147-156	18	ENCPOS_1998_18	ENCPOS/1998/ENCPOS_1998_18/	Homer, Isabelle	Homer	Isabelle						199818		1998			04698772X		1700-1799	24,5x15,5	1998THESE17	bon état	homer	2	1700	1799		
Les saints enfants de Baccius et Lientrude : Élophe et Euchaire, Libaire, Menne, Suzanne, Ode et Gontrude. Étude littéraire, historique et iconographique d’un culte de saints lorrains, du ive siècle à nos jours	Les saints enfants de Baccius en Lientrude : Élophe et Euchaire, Libaire, Menne, Suzanne, Ode et Gontrude. Étude littéraire, historique et iconographique d’un culte de saints lorrains, du <abbr>iv<sup>e</sup></abbr> siècle à nos jours	33–1997-1998	1998	157-166	19	ENCPOS_1998_19	ENCPOS/1998/ENCPOS_1998_19/	Jacquier, Bernard	Jacquier	Bernard						199819		1998			149700245		1500-1998	24,5x15,5	1998THESE18	bon état	jacquier	1	1500	1998		
La France et la Pologne de Versailles à Locarno (1919-1925)	La France et la Pologne de Versailles à Locarno (1919-1925)	33–1997-1998	1998	167-175	20	ENCPOS_1998_20	ENCPOS/1998/ENCPOS_1998_20/	Kania, Christophe	Kania	Christophe						199820		1998			149700822		1919-1925	24,5x15,5	1998THESE19	bon état	kania	1	1919	1925		
Le confort de la chambre à coucher parisienne (1640-1780).	Le confort de la chambre_à_coucher parisienne (1640-1780).	33–1997-1998	1998	177-183	21	ENCPOS_1998_21	ENCPOS/1998/ENCPOS_1998_21/	Lenoir, Juliette	Lenoir	Juliette						199821		1998			139804161		1640-1780	24,5x15,5	1998THESE20	bon état	lenoir	2	1640	1780		
Jean le Couteur, architecte des Trente Glorieuses	Jean_le_Couteur, architecte des Trente_Glorieuses	33–1997-1998	1998	185-189	22	ENCPOS_1998_22	ENCPOS/1998/ENCPOS_1998_22/	Lesquins, Noémie	Lesquins	Noémie						199822		1998			149701764		1945-1974	24,5x15,5	1998THESE21	bon état	lesquins	2	1945	1974		
De la Grande chancellerie au ministère de la Justice (1774-1792)	De la Grande chancellerie au ministère de la Justice (1774-1792)	33–1997-1998	1998	191-196	23	ENCPOS_1998_23	ENCPOS/1998/ENCPOS_1998_23/	Mangin, Valérie	Mangin	Valérie						199823		1998			149702353		1774-1792	24,5x15,5	1998THESE22	bon état	mangin	2	1774	1792		
Louis Bruyère (1758-1831) et la direction des travaux de Paris de 1811 à 1853	Louis_Bruyère (1758-1831) et la direction des travaux de Paris de 1811 à 1853	33–1997-1998	1998	197-205	24	ENCPOS_1998_24	ENCPOS/1998/ENCPOS_1998_24/	Montalescot-Dufour, Clémence	Montalescot-Dufour	Clémence						199824		1998			149702663		1811-1853	24,5x15,5	1998THESE23	bon état	montalescot	2	1811	1853		
Les satellites français de télécommunications Télécom 1 (1978-1988)	Les satellites français de télécommunication Télécom 1 (1978-1988)	33–1997-1998	1998	207-213	25	ENCPOS_1998_25	ENCPOS/1998/ENCPOS_1998_25/	Nguyen, Anne-Thérèse	Nguyen	Anne-Thérèse						199825		1998			149702949		1978-1988	24,5x15,5	1998THESE24	bon état	nguyen	2	1978	1988		
L’évolution des limites territoriales du Canada français (1713-1763). Essai de géographie historique	L’évolution des limites territoriales  du Canada français (1713-1763). Essai de géographie historique	33–1997-1998	1998	215-223	26	ENCPOS_1998_26	ENCPOS/1998/ENCPOS_1998_26/	Olive, Béatrice	Olive	Béatrice						199826		1998			14970397X		1713-1763	24,5x15,5	1998THESE25	bon état	olive	2	1713	1763		
Le Journal des voyages et des aventures de terre et de mer de 1877 à 1915	Le <i>Journal_des_voyages_et_des_aventures_de_terre_et_de_mer</i> de 1877 à 1915	33–1997-1998	1998	225-232	27	ENCPOS_1998_27	ENCPOS/1998/ENCPOS_1998_27/	Palewska, Marie	Palewska	Marie						199827		1998			149704240		1877-1915	24,5x15,5	1998THESE26	bon état	palewska	2	1877	1915		
L’urbanisme à Strasbourg au xvie siècle	L’urbanisme à Strasbourg au <abbr>xvi<sup>e</sup></abbr> siècle	33–1997-1998	1998	233-239	28	ENCPOS_1998_28	ENCPOS/1998/ENCPOS_1998_28/	Petrazoller, François	Petrazoller	François						199828		1998			149705042		1500-1599	24,5x15,5	1998THESE27	bon état	petrazoller	1	1500	1599		
L’iconographie du Lancelot en prose à la fin du Moyen Âge (v. 1340-v. 1500)	L’iconographie du <i>Lancelot_en_prose</i> à la fin du Moyen_Âge (v. 1340-v. 1500)	33–1997-1998	1998	241-250	29	ENCPOS_1998_29	ENCPOS/1998/ENCPOS_1998_29/	Rollet, Nathalie	Rollet	Nathalie						199829		1998			149705344		1340-1499	24,5x15,5	1998THESE28	bon état	rollet	2	1340	1499	1	
L’arc de triomphe de l’Étoile, « Panthéon de la France guerrière depuis 1789 »	L’arc de triomphe de l’Étoile, « Panthéon de la France guerrière depuis 1789 »	33–1997-1998	1998	251-261	30	ENCPOS_1998_30	ENCPOS/1998/ENCPOS_1998_30/	Rouge, Isabelle	Rouge	Isabelle						199830		1998			149705778		1789-1998	24,5x15,5	1998THESE29	bon état	rouge	2	1789	1998		
Le bagne de Brest (1749-1800) : l’émergence d’une institution pénitentiaire au siècle des Lumières	Le bagne de Brest (1749-1800) : l’émergence d’une institution pénitentiaire au siècle des Lumières	33–1997-1998	1998	263-274	31	ENCPOS_1998_31	ENCPOS/1998/ENCPOS_1998_31/	Seta, Frédérique	Seta	Frédérique						199831		1998			149706251		1749-1799	24,5x15,5	1998THESE30	bon état	seta	2	1749	1799		
Les propositions de réforme du calendrier au xve siècle	Les propositions de réforme du calendrier au <abbr>xv<sup>e</sup></abbr> siècle	33–1997-1998	1998	273-281	32	ENCPOS_1998_32	ENCPOS/1998/ENCPOS_1998_32/	Solan Bethmale, De, Olivier	Solan Bethmale, De	Olivier						199832		1998			149706995		1400-1499	24,5x15,5	1998THESE31	bon état	solanbethmale	1	1400	1499		
Pouvoirs et société dans les confins de Dalmatie et de Croatie (1645-1699)	Pouvoirs et société dans les confins de Dalmatie et de Croatie (1645-1699)	33–1997-1998	1998	283-287	33	ENCPOS_1998_33	ENCPOS/1998/ENCPOS_1998_33/	Spirta, Boris	Spirta	Boris						199833		1998			149707509		1645-1699	24,5x15,5	1998THESE32	bon état	spirta	1	1645	1699		
Les dominicains à Strasbourg (1224-1420)	Les dominicains à Strasbourg (1224-1420)	33–1997-1998	1998	289-294	34	ENCPOS_1998_34	ENCPOS/1998/ENCPOS_1998_34/	Turck, Sandrine	Turck	Sandrine						199834		1998			149707878		1224-1420	24,5x15,5	1998THESE33	bon état	turck	2	1224	1420		
Recueil des chartes de l’abbaye de Clairvaux (xiie siècle)	Recueil des chartes de l’abbaye de Clairvaux.	33–1997-1998	1998	295-304	35	ENCPOS_1998_35	ENCPOS/1998/ENCPOS_1998_35/	Veyssière, Laurent	Veyssière	Laurent						199835		1998			149708173		1115-1792	24,5x15,5	1999THESE01	bon état	veyssiere	1	1115	1792		
pages postliminaires		33–1997-1998	1998	305- 	NEXT	ENCPOS_1998_NEXT	ENCPOS/1998/ENCPOS_1998_NEXT/																									
pages liminaires		34-1999	1999	0-8	PREV	ENCPOS_1999_PREV	ENCPOS/1999/ENCPOS_1999_PREV/																									
Les travaux d’art et les collections de Louis d’Orléans (1389-1407)	Les travaux d’art et les collections de Louis d’Orléans (1389-1407)	34-1999	1999	9-15	01	ENCPOS_1999_01	ENCPOS/1999/ENCPOS_1999_01/	Alexandre, Arnaud	Alexandre	Arnaud		Alexandre, Arnaud 	https://www.idref.fr/057724652			199901		1999			149613431		1389-1407	24,5x15,5	1999THESE02	bon état	alexandre	1	1389	1407		
La France de Guizot et l’Extrême-Orient (1840-1848)	La France de Guizot et l’Extrême-Orient (1840-1848)	34-1999	1999	17-24	02	ENCPOS_1999_02	ENCPOS/1999/ENCPOS_1999_02/	Allain, Alexandre	Allain	Alexandre		Allain, Alexandre (1975-...)  	https://www.idref.fr/149747675			199902		1999			149613628		1840-1848	24,5x15,5	1999THESE03	bon état	allain	1	1840	1848		
Les Trésoriers généraux de la généralité de Paris (1557-1643)	Les Trésoriers généraux de la généralité de Paris (1557-1643)	34-1999	1999	25-31	03	ENCPOS_1999_03	ENCPOS/1999/ENCPOS_1999_03/	Ashta-Bargouin, Emmanuelle	Ashta-Bargouin	Emmanuelle		Ashta-Bargouin, Emmanuelle (1970-…)  	https://www.idref.fr/149747861			199903		1999			14961392X		1557-1643	24,5x15,5	1999THESE04	bon état	ashta	2	1557	1643		
Politique lignagère et ambitions comtales en Lorraine : la famille et la seigneurie d’Apremont, des origines au début du xive siècle	Politique lignagère et ambitions comtales en Lorraine : la famille et la seigneurie d’Apremont, des origines au début du <abbr>xiv<sup>e</sup></abbr> siècle	34-1999	1999	33-43	04	ENCPOS_1999_04	ENCPOS/1999/ENCPOS_1999_04/	Auclair, Mathias	Auclair	Mathias		Auclair, Mathias   	https://www.idref.fr/092771327			199904		1999			149614322		950-1399	24,5x15,5	1999THESE05	bon état	auclair	1	950	1399		
Romain Rolland et l’Agence des prisonniers de Genève (1914-1916)	Romain_Rolland et l’Agence_des_prisonniers de Genève (1914-1916)	34-1999	1999	45-51	05	ENCPOS_1999_05	ENCPOS/1999/ENCPOS_1999_05/	Basquin, Claire	Basquin	Claire		Basquin, Claire (1975-....)  	https://www.idref.fr/131456520			199905		1999			149614527		1914-1916	24,5x15,5	1999THESE06	bon état	basquin	2	1914	1916		
Les récits illustrés de voyages pittoresques publiés en France entre 1770 et 1855	Les récits illustrés de voyages pittoresques publiés en France entre 1770 et 1855	34-1999	1999	53-59	06	ENCPOS_1999_06	ENCPOS/1999/ENCPOS_1999_06/	Becker-Jeanjean, Caroline	Becker-Jeanjean	Caroline		Becker-Jeanjean, Caroline (1974-...)  	https://www.idref.fr/149748191			199906		1999			149614934		1770-1855	24,5x15,5	1999THESE07	bon état	becker	2	1770	1855		
Mise en scène et représentation de la féminité dans la presse : les pages féminines de Paris-Soir et du Daily Express dans les années 1930	Mise en scène et représentation de la féminité dans la presse : les pages féminines de <i>Paris-Soir</i> et du <i>Daily_Express</i> dans les années 1930	34-1999	1999	61-65	07	ENCPOS_1999_07	ENCPOS/1999/ENCPOS_1999_07/	Black, Kéda	Black	Kéda		Black, Keda (1976-....)  	https://www.idref.fr/147146321			199907		1999			149615299		1930-1939	24,5x15,5	1999THESE08	bon état	black		1930	1939		
Les Sermons d’Adémar de Chabannes. Édition du manuscrit de Berlin	Les Sermons d’Adémar_de_Chabannes. Édition du manuscrit de Berlin	34-1999	1999	67-72	08	ENCPOS_1999_08	ENCPOS/1999/ENCPOS_1999_08/	Bon, Bruno	Bon	Bruno		Bon, Bruno (1973-....)  	https://www.idref.fr/109056248			199908		1999			149615752		989-1034	24,5x15,5	1999THESE09	bon état	bon	1	989	1034	1	
A la croisée des régimes : la carrière de l’avocat bordelais Jean-Baptiste Sylvère de Gaye de Martignac (1778-1832)	A la croisée des régimes : la carrière de l’avocat bordelais Jean-Baptiste_Sylvère_de_Gaye_de_Martignac (1778-1832)	34-1999	1999	73-83	09	ENCPOS_1999_09	ENCPOS/1999/ENCPOS_1999_09/	Boyer, Fabrice	Boyer	Fabrice						199909		1999			149616082		1778-1832	24,5x15,5	1999THESE10	bon état	boyer	1	1778	1832		
Un grammairien traducteur : Vaugelas et sa traduction de Quinte-Curce	Un grammairien traducteur : Vaugelas et sa traduction de Quinte-Curce	34-1999	1999	85-89	10	ENCPOS_1999_10	ENCPOS/1999/ENCPOS_1999_10/	Butlen, Fabrice	Butlen	Fabrice						199910		1999			149616694		1620-1650	24,5x15,5	1999THESE11	bon état	butlen	1	1620	1650		
La scène multipliée : écrivains, littérature et cinéma en France de 1906 à 1914	La scène multipliée : écrivains, littérature et cinéma en France de 1906 à 1914	34-1999	1999	91-97	11	ENCPOS_1999_11	ENCPOS/1999/ENCPOS_1999_11/	Carou, Alain	Carou	Alain						199911		1999			149616856		1906-1914	24,5x15,5	1999THESE12	bon état	carou	1	1906	1914		
L’amiral de Bonnivet et sa famille (v. 1450-v. 1525)	L’amiral_de_Bonnivet et sa famille (v. 1450-v. 1525)	34-1999	1999	99-108	12	ENCPOS_1999_12	ENCPOS/1999/ENCPOS_1999_12/	Carouge, Pierre	Carouge	Pierre						199912		1999			149617100		1450-1525	24,5x15,5	1999THESE13	bon état	carouge	1	1450	1525		
Union des arts et enseignement artistique : l’École des beaux-arts de 1857 à 1914	Union des arts et enseignement artistique : l’École des beaux-arts de 1857 à 1914	34-1999	1999	109-116	13	ENCPOS_1999_13	ENCPOS/1999/ENCPOS_1999_13/	Chabanne, Laure	Chabanne	Laure						199913		1999			149617879		1857-1914	24,5x15,5	1999THESE14	bon état	chabanne	2	1857	1914		
